Event,ParticleID,px,py,pz,E,vx,vy,vz
67,22,-1.0478260478440979e-01,-9.0672409198568588e-02,9.9990399099085874e+00,1.0000000000000000e+01,0,0,0
68,22,3.0875979786526488e-02,1.9181376547732951e-01,9.9981125295350441e+00,1.0000000000000000e+01,0,0,0
69,22,5.2629771598039832e-02,3.5403710477900557e-02,9.9997988321978717e+00,1.0000000000000000e+01,0,0,0
70,22,-1.4062572567996168e-01,1.2011467710714956e-01,9.9982896972242425e+00,1.0000000000000000e+01,0,0,0
71,22,-1.4549069486790264e-02,-8.2080037644346709e-02,9.9996525535639176e+00,1.0000000000000000e+01,0,0,0
72,22,2.8863404723733801e-02,-6.9180989700334303e-02,9.9997190407796879e+00,1.0000000000000000e+01,0,0,0
73,22,-1.2026472251846486e-01,-1.0688359276758513e-01,9.9987055309232229e+00,1.0000000000000000e+01,0,0,0
74,22,1.9041850798655957e-01,4.9829058339746117e-03,9.9981856335269956e+00,1.0000000000000000e+01,0,0,0
75,22,-2.8158447458038267e-02,-5.4457498436655496e-02,9.9998120723691990e+00,1.0000000000000000e+01,0,0,0
76,22,-1.5186909173290994e-01,-8.2226856071568960e-02,9.9985086149443720e+00,1.0000000000000000e+01,0,0,0
77,22,-2.1987136241556275e-03,-1.5784223749591475e-01,9.9987539720567522e+00,1.0000000000000000e+01,0,0,0
78,22,-1.1801489505710430e-01,1.7625929388100609e-02,9.9992880652153353e+00,1.0000000000000000e+01,0,0,0
79,22,6.7097633784670457e-02,6.5221074544647026e-02,9.9995621963651864e+00,1.0000000000000000e+01,0,0,0
80,22,-1.8311839023388710e-01,-3.6909987281470664e-02,9.9982551131683479e+00,1.0000000000000000e+01,0,0,0
81,22,-6.7536999346222509e-02,6.8707705475945041e-02,9.9995358894764479e+00,1.0000000000000000e+01,0,0,0
82,22,-2.4373152820570624e-02,9.9519356322677235e-02,9.9994750785798097e+00,1.0000000000000000e+01,0,0,0
83,22,-5.0561504396722537e-02,-1.4093522959904783e-01,9.9988789769319144e+00,1.0000000000000000e+01,0,0,0
84,22,-1.1032846484518380e-01,2.7170894543284814e-02,9.9993544477798473e+00,1.0000000000000000e+01,0,0,0
85,22,-7.8767654640641158e-02,2.5192348719821154e-02,9.9996580442607339e+00,1.0000000000000000e+01,0,0,0
86,22,-8.5535939984214271e-02,-1.2455166989373133e-01,9.9988584590690994e+00,1.0000000000000000e+01,0,0,0
87,22,-6.3912508876686307e-03,8.6458115404495550e-02,9.9996242002483662e+00,1.0000000000000000e+01,0,0,0
88,22,-8.5616164548081089e-02,-8.3906954487347432e-02,9.9992814489520558e+00,1.0000000000000000e+01,0,0,0
89,22,6.9371634073292679e-02,-7.0539307181260572e-02,9.9995105771496835e+00,1.0000000000000000e+01,0,0,0
90,22,-1.3727230731996662e-01,5.3340290616278336e-03,9.9990563485649488e+00,1.0000000000000000e+01,0,0,0
91,22,-3.7339870651842827e-02,-5.0861690512689607e-02,9.9998009391436344e+00,1.0000000000000000e+01,0,0,0
92,22,-3.0717888022742591e-02,-5.2808300332523705e-02,9.9998133829972762e+00,1.0000000000000000e+01,0,0,0
93,22,1.1803115492829032e-02,1.0993564066278241e-01,9.9993887233858807e+00,1.0000000000000000e+01,0,0,0
94,22,-4.0906746816702706e-02,-7.3501204955737309e-02,9.9996462042881760e+00,1.0000000000000000e+01,0,0,0
95,22,1.6138891582459824e-01,8.6564901027597535e-02,9.9983228661490546e+00,1.0000000000000000e+01,0,0,0
96,22,-3.4616404588498746e-02,-1.6867291575939461e-01,9.9985174477030636e+00,1.0000000000000000e+01,0,0,0
97,22,-5.8624211019346006e-02,-6.5334147791411019e-04,9.9998281372745232e+00,1.0000000000000000e+01,0,0,0
98,22,4.9375603723238154e-02,6.2049535976489899e-02,9.9996855902994302e+00,1.0000000000000000e+01,0,0,0
99,22,6.3428854968563389e-02,5.0776841146278583e-02,9.9996699191903620e+00,1.0000000000000000e+01,0,0,0
100,22,1.7658205691139783e-01,3.4060010925290249e-02,9.9983828038754705e+00,1.0000000000000000e+01,0,0,0
101,22,5.0553793314744154e-02,1.0993709215476816e-01,9.9992678806875688e+00,1.0000000000000000e+01,0,0,0
102,22,1.7088173958882007e-02,7.1583947243808621e-02,9.9997291829732937e+00,1.0000000000000000e+01,0,0,0
103,22,-6.5959556400386324e-02,7.6930831153198653e-02,9.9994865360246141e+00,1.0000000000000000e+01,0,0,0
104,22,8.6729335621923864e-02,5.6440755000597920e-02,9.9994646088436916e+00,1.0000000000000000e+01,0,0,0
105,22,9.7680253688914156e-02,-4.0608864387439617e-02,9.9994404587543020e+00,1.0000000000000000e+01,0,0,0
106,22,-1.7975052728342950e-01,2.6669596734965273e-02,9.9983487877024633e+00,1.0000000000000000e+01,0,0,0
107,22,7.4616910215041049e-02,-1.2122662879114965e-01,9.9989867697273151e+00,1.0000000000000000e+01,0,0,0
108,22,-1.0685885487577081e-01,-8.9889218681270408e-02,9.9990250081445193e+00,1.0000000000000000e+01,0,0,0
109,22,-4.0307281822898559e-03,1.0162454653897585e-01,9.9994827968635995e+00,1.0000000000000000e+01,0,0,0
110,22,-5.6386085728630859e-02,-1.3996016941747608e-01,9.9988615232091718e+00,1.0000000000000000e+01,0,0,0
