Event,ParticleID,px,py,pz,E,vx,vy,vz
194,2112,3.5793455369762243e-02,2.2927496185487783e-02,4.9107444210879434e+00,5.0000000000000000e+00,0,0,0
195,2112,7.4770924848581471e-02,4.1284722267608660e-02,4.9101855862359800e+00,5.0000000000000000e+00,0,0,0
196,2112,-5.0560329390644719e-02,5.5110805537550885e-02,4.9103588527703259e+00,5.0000000000000000e+00,0,0,0
197,2112,4.3241416372221300e-02,7.8127938073267646e-03,4.9107317938305330e+00,5.0000000000000000e+00,0,0,0
198,2112,-6.3975730044236942e-02,5.6315631720585766e-03,4.9105084260427194e+00,5.0000000000000000e+00,0,0,0
199,2112,9.6008937317096005e-02,1.3288865552912831e-02,4.9099718228094300e+00,5.0000000000000000e+00,0,0,0
200,2112,-5.0016359174932488e-02,-6.8324224358552871e-02,4.9101983437490269e+00,5.0000000000000000e+00,0,0,0
201,2112,3.0463564353646045e-02,-2.4461050175665841e-02,4.9107729777547418e+00,5.0000000000000000e+00,0,0,0
202,2112,-7.1749861255426583e-03,-3.1911786381554688e-02,4.9108194599515702e+00,5.0000000000000000e+00,0,0,0
203,2112,-4.5147710734002547e-02,5.4813046137695040e-02,4.9104149340930023e+00,5.0000000000000000e+00,0,0,0
204,2112,2.5604550431168532e-02,-2.1039153584360371e-02,4.9108165687376948e+00,5.0000000000000000e+00,0,0,0
205,2112,3.0422744764312774e-02,-4.6979277604373641e-02,4.9106094341590412e+00,5.0000000000000000e+00,0,0,0
206,2112,-7.5388017929970685e-02,-2.1126597947075380e-02,4.9103042598587274e+00,5.0000000000000000e+00,0,0,0
207,2112,-6.8500880117655136e-02,1.4688008902526447e-02,4.9104286475411270e+00,5.0000000000000000e+00,0,0,0
208,2112,-7.7357319236028899e-02,-4.0406240963348404e-02,4.9101528277261215e+00,5.0000000000000000e+00,0,0,0
209,2112,1.2366771159194422e-02,7.0663239414025095e-02,4.9104044008962857e+00,5.0000000000000000e+00,0,0,0
210,2112,-6.5780607166097210e-02,-6.3236965636372419e-02,4.9100806112194295e+00,5.0000000000000000e+00,0,0,0
211,2112,1.0442537916596337e-02,6.2664198543761207e-02,4.9105174638114999e+00,5.0000000000000000e+00,0,0,0
212,2112,3.9487934093374921e-02,-6.4071762899623921e-02,4.9103516292659704e+00,5.0000000000000000e+00,0,0,0
213,2112,-1.7218409310956397e-02,-6.7583153568998106e-02,4.9104331432684702e+00,5.0000000000000000e+00,0,0,0
214,2112,-2.1478960870146422e-02,8.9892611753883717e-02,4.9100586130276493e+00,5.0000000000000000e+00,0,0,0
215,2112,7.0930723575171120e-02,-9.2542364078989636e-03,4.9104073967784592e+00,5.0000000000000000e+00,0,0,0
216,2112,-7.0986559615249106e-02,-3.3115802715009988e-02,4.9103036426212512e+00,5.0000000000000000e+00,0,0,0
217,2112,-5.3561234326259574e-02,6.5921378057408858e-02,4.9101938023735334e+00,5.0000000000000000e+00,0,0,0
218,2112,-5.8503107114757473e-02,8.6495158424564986e-03,4.9105722867206234e+00,5.0000000000000000e+00,0,0,0
219,2112,4.1113208560549924e-02,-1.4075436923323879e-02,4.9107361155871807e+00,5.0000000000000000e+00,0,0,0
220,2112,1.9758145023270630e-02,-6.2156301626079366e-02,4.9104952724392685e+00,5.0000000000000000e+00,0,0,0
221,2112,-3.7179223638795868e-02,-1.0977173584101793e-02,4.9107753784677133e+00,5.0000000000000000e+00,0,0,0
222,2112,3.6788726729668812e-02,-2.6265188436239886e-02,4.9107203484048059e+00,5.0000000000000000e+00,0,0,0
223,2112,-3.5389797164139973e-02,6.0659885850365386e-02,4.9104262087195956e+00,5.0000000000000000e+00,0,0,0
224,2112,7.9414607716405527e-03,3.0020289941561536e-02,4.9108302074259944e+00,5.0000000000000000e+00,0,0,0
225,2112,5.0556518591488388e-02,-7.0549285425453231e-02,4.9101613463845428e+00,5.0000000000000000e+00,0,0,0
226,2112,2.8319998161494612e-02,3.5581988267338861e-02,4.9107178202977693e+00,5.0000000000000000e+00,0,0,0
227,2112,6.7660934979052290e-02,-1.3996144647015478e-02,4.9104423137419886e+00,5.0000000000000000e+00,0,0,0
228,2112,1.4262212789880924e-02,7.1800115893016075e-02,4.9103827695424203e+00,5.0000000000000000e+00,0,0,0
229,2112,-2.2010169363865361e-02,2.1223150266636955e-02,4.9108332023305712e+00,5.0000000000000000e+00,0,0,0
230,2112,3.9843207876662491e-02,-7.8242194079950006e-02,4.9101434081528259e+00,5.0000000000000000e+00,0,0,0
231,2112,-7.7487688009983203e-03,-3.7069024102480058e-02,4.9107823668748702e+00,5.0000000000000000e+00,0,0,0
